lat,lon,GroupCount,author_power,author_power_log10
52,14,2,2,0.301029995663981
52,17,2,2,0.301029995663981
52,19,4,4,0.602059991327962
52,21,28,28,1.44715803134222
53,-9,1,1,0
53,-7,1,1,0
53,-6,49,49,1.69019608002851
53,-3,17,17,1.23044892137827
53,-2,65,65,1.81291335664286
53,-1,119,119,2.07554696139253
53,1,56,56,1.7481880270062
53,7,42,42,1.6232492903979
53,8,2,2,0.301029995663981
53,9,2,2,0.301029995663981
53,13,113,113,2.05307844348342
54,-114,21,21,1.32221929473392
54,-113,1,1,0
54,-3,37,37,1.56820172406699
54,-2,8,8,0.903089986991944
54,-1,84,84,1.92427928606188
54,-0,6,6,0.778151250383644
54,10,83,83,1.91907809237607
54,12,4,4,0.602059991327962
54,13,3,3,0.477121254719662
54,20,2,2,0.301029995663981
55,-113,1,1,0
55,-6,2,2,0.301029995663981
55,-2,75,75,1.8750612633917
55,8,1,1,0
55,10,28,28,1.44715803134222
55,25,7,7,0.845098040014257
55,61,9,9,0.954242509439325
56,-4,69,69,1.83884909073726
56,-3,47,47,1.67209785793572
56,10,89,89,1.94939000664491
56,13,167,167,2.22271647114758
56,16,3,3,0.477121254719662
56,37,27,27,1.43136376415899
56,38,37,37,1.56820172406699
57,10,7,7,0.845098040014257
57,16,3,3,0.477121254719662
57,61,1,1,0
58,12,4,4,0.602059991327962
58,14,1,1,0
58,16,18,18,1.25527250510331
59,-3,1,1,0
59,6,15,15,1.17609125905568
59,18,111,111,2.04532297878666
60,5,59,59,1.77085201164214
60,11,131,131,2.11727129565576
60,17,1,1,0
60,18,42,42,1.6232492903979
60,22,6,6,0.778151250383644
60,25,60,60,1.77815125038364
60,30,2,2,0.301029995663981
61,-150,6,6,0.778151250383644
61,12,2,2,0.301029995663981
61,24,2,2,0.301029995663981
61,28,1,1,0
62,17,2,2,0.301029995663981
62,26,6,6,0.778151250383644
63,7,2,2,0.301029995663981
63,10,7,7,0.845098040014257
63,22,2,2,0.301029995663981
63,28,1,1,0
64,20,9,9,0.954242509439325
65,25,6,6,0.778151250383644
67,15,1,1,0
70,19,1,1,0
